frame_no,status,elapsed_ms,path
3616,normal,14,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540830448026200_3629_10000010000000000.jpg
3617,normal,12,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540830635414700_3630_10000010000000000.jpg
3618,normal,15,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540830841572900_3631_10000010000000000.jpg
3619,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540831040452200_3632_10000010000000000.jpg
3620,normal,12,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540831248134500_3633_10000010000000000.jpg
3621,normal,14,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540831449448600_3634_10000010000000000.jpg
3622,normal,11,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540831645130000_3635_10000010000000000.jpg
3623,normal,12,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540831838499000_3636_10000010000000000.jpg
3624,normal,12,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540832039192800_3637_10000010000000000.jpg
3625,normal,11,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540832240887800_3638_10000010000000000.jpg
3626,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540832446689700_3639_10000010000000000.jpg
3627,normal,11,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540832837286300_3640_10000010000000000.jpg
3628,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540833043301200_3641_10000010000000000.jpg
3629,normal,12,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540833419445400_3642_10000010000000000.jpg
3630,normal,16,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540833638959300_3643_10000010000000000.jpg
3631,normal,15,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540833851638200_3644_10000010000000000.jpg
3632,normal,12,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540834244040400_3645_10000010000000000.jpg
3633,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540834439843100_3646_10000010000000000.jpg
3634,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540834651379200_3647_10000010000000000.jpg
3635,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540834834813300_3648_10000010000000000.jpg
3636,normal,11,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540835025929200_3649_10000010000000000.jpg
3637,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540835243880100_3650_10000010000000000.jpg
3638,normal,12,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540835452338700_3651_10000010000000000.jpg
3639,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540835648759000_3652_10000010000000000.jpg
3640,normal,15,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540835853951600_3653_10000010000000000.jpg
3641,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540836046403400_3654_10000010000000000.jpg
3642,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540836441672400_3655_10000010000000000.jpg
3643,normal,14,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540836648348400_3656_10000010000000000.jpg
3644,normal,12,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540836856671500_3657_10000010000000000.jpg
3645,normal,14,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540837043781600_3658_10000010000000000.jpg
3646,normal,14,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540837450552200_3659_10000010000000000.jpg
3647,normal,12,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540837643591300_3660_10000010000000000.jpg
3648,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540837856569000_3661_10000010000000000.jpg
3649,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540838045061700_3662_10000010000000000.jpg
3650,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540838267784500_3663_10000010000000000.jpg
3651,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540838444426400_3664_10000010000000000.jpg
3652,normal,12,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540838653574800_3665_10000010000000000.jpg
3653,normal,12,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540839026718600_3666_10000010000000000.jpg
3654,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540839225287000_3667_10000010000000000.jpg
3655,normal,14,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540839424839000_3668_10000010000000000.jpg
3656,normal,11,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540839655899100_3669_10000010000000000.jpg
3657,normal,14,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540839848129400_3670_10000010000000000.jpg
3658,normal,14,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540840026208300_3671_10000010000000000.jpg
3659,normal,12,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540840237047000_3672_10000010000000000.jpg
3660,normal,14,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540840455256600_3673_10000010000000000.jpg
3661,normal,12,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540840627465300_3674_10000010000000000.jpg
3662,normal,15,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540840853297000_3675_10000010000000000.jpg
3663,normal,22,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540841052130600_3676_10000010000000000.jpg
3664,normal,12,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540841243595800_3677_10000010000000000.jpg
3665,normal,12,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540841447791000_3678_10000010000000000.jpg
3666,normal,11,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540841654474200_3679_10000010000000000.jpg
3667,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540841829188000_3680_10000010000000000.jpg
3668,normal,12,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540842027638700_3681_10000010000000000.jpg
3669,normal,12,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540842241417900_3682_10000010000000000.jpg
3670,normal,15,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540842439026800_3683_10000010000000000.jpg
3671,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540842639422000_3684_10000010000000000.jpg
3672,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540842836517100_3685_10000010000000000.jpg
3673,normal,14,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540843029219500_3686_10000010000000000.jpg
3674,normal,12,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540843229443400_3687_10000010000000000.jpg
3675,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540843453019700_3688_10000010000000000.jpg
3676,normal,7,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540843655513300_3689_10000010000000000.jpg
3677,normal,7,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540843829888000_3690_10000010000000000.jpg
3678,ANOMALOUS,7,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540844053479700_3691_10000010000000000.jpg
3679,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540844231655600_3692_10000010000000000.jpg
3680,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540844652237700_3693_10000010000000000.jpg
3681,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540844834404900_3694_10000010000000000.jpg
3682,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540845030734000_3695_10000010000000000.jpg
3683,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540845248415200_3696_10000010000000000.jpg
3684,normal,9,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540845439532500_3697_10000010000000000.jpg
3685,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540845632825000_3698_10000010000000000.jpg
3686,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540845841184100_3699_10000010000000000.jpg
3687,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540846034144000_3700_10000010000000000.jpg
3688,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540846248270500_3701_10000010000000000.jpg
3689,normal,7,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540846640795700_3702_10000010000000000.jpg
3690,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540846837176500_3703_10000010000000000.jpg
3691,normal,7,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540847051128600_3704_10000010000000000.jpg
3692,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540847241209900_3705_10000010000000000.jpg
3693,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540847434593900_3706_10000010000000000.jpg
3694,normal,7,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540847642424800_3707_10000010000000000.jpg
3695,normal,7,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540847849450200_3708_10000010000000000.jpg
3696,normal,7,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540848033773900_3709_10000010000000000.jpg
3697,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540848238049100_3710_10000010000000000.jpg
3698,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540848638042400_3711_10000010000000000.jpg
3699,normal,9,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540848841719800_3712_10000010000000000.jpg
3700,normal,7,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540849045846800_3713_10000010000000000.jpg
3701,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540849249450700_3714_10000010000000000.jpg
3702,normal,7,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540849448684300_3715_10000010000000000.jpg
3703,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540849644507400_3716_10000010000000000.jpg
3704,normal,9,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540849853582800_3717_10000010000000000.jpg
3705,normal,10,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540850044456300_3718_10000010000000000.jpg
3706,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540850251529000_3719_10000010000000000.jpg
3707,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540850447566300_3720_10000010000000000.jpg
3708,normal,7,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540850645583200_3721_10000010000000000.jpg
3709,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540850840768900_3722_10000010000000000.jpg
3710,normal,7,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540851041317200_3723_10000010000000000.jpg
3711,normal,7,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540851244391200_3724_10000010000000000.jpg
3712,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540851450823300_3725_10000010000000000.jpg
3713,normal,9,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540851638472700_3726_10000010000000000.jpg
3714,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540852050393400_3727_10000010000000000.jpg
3715,normal,7,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540852237763000_3728_10000010000000000.jpg
3716,normal,10,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540852451767700_3729_10000010000000000.jpg
3717,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540852648723200_3730_10000010000000000.jpg
3718,normal,7,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540853041747200_3731_10000010000000000.jpg
3719,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540853451394200_3732_10000010000000000.jpg
3720,normal,7,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540853648920400_3733_10000010000000000.jpg
3721,normal,10,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540854028721100_3734_10000010000000000.jpg
3722,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540854248641300_3735_10000010000000000.jpg
3723,normal,6,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540854426088500_3736_10000010000000000.jpg
3724,normal,7,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540854650883600_3737_10000010000000000.jpg
3725,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540854847063300_3738_10000010000000000.jpg
3726,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540855253931400_3739_10000010000000000.jpg
3727,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540855648731100_3740_10000010000000000.jpg
3728,normal,6,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540856051444100_3741_10000010000000000.jpg
3729,normal,7,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540856253814200_3742_10000010000000000.jpg
3730,normal,9,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540856451914100_3743_10000010000000000.jpg
3731,normal,7,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540856650894800_3744_10000010000000000.jpg
3732,normal,7,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540856850843300_3745_10000010000000000.jpg
3733,normal,9,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540857054054100_3746_10000010000000000.jpg
3734,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540857252358700_3747_10000010000000000.jpg
3735,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540857652336500_3748_10000010000000000.jpg
3736,normal,7,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540857838310900_3749_10000010000000000.jpg
3737,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540858033219700_3750_10000010000000000.jpg
3738,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540858247008000_3751_10000010000000000.jpg
3739,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540858454328500_3752_10000010000000000.jpg
3740,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540858633650600_3753_10000010000000000.jpg
3741,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540858829117400_3754_10000010000000000.jpg
3742,normal,7,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540859035513800_3755_10000010000000000.jpg
3743,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540859236188700_3756_10000010000000000.jpg
3744,normal,6,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540859438618000_3757_10000010000000000.jpg
3745,normal,6,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540859647513600_3758_10000010000000000.jpg
3746,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540859833900100_3759_10000010000000000.jpg
3747,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540860029361400_3760_10000010000000000.jpg
3748,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540860242141400_3761_10000010000000000.jpg
3749,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540860448242300_3762_10000010000000000.jpg
3750,normal,7,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540860852524000_3763_10000010000000000.jpg
3751,normal,7,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540861244244800_3764_10000010000000000.jpg
3752,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540861460789200_3765_10000010000000000.jpg
3753,normal,9,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540861652890200_3766_10000010000000000.jpg
3754,normal,7,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540862059966200_3767_10000010000000000.jpg
3755,normal,7,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540862238818100_3768_10000010000000000.jpg
3756,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540862439945100_3769_10000010000000000.jpg
3757,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540862845632000_3770_10000010000000000.jpg
3758,normal,7,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540863033872700_3771_10000010000000000.jpg
3759,normal,9,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540863252722600_3772_10000010000000000.jpg
3760,normal,8,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540863466396400_3773_10000010000000000.jpg
3761,normal,14,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540863640958100_3774_10000010000000000.jpg
3762,normal,12,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540863859668500_3775_10000010000000000.jpg
3763,normal,14,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540864058742900_3776_10000010000000000.jpg
3764,normal,14,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540864458717200_3777_10000010000000000.jpg
3765,normal,12,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540864652207900_3778_10000010000000000.jpg
3766,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540865044685000_3779_10000010000000000.jpg
3767,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540865239842100_3780_10000010000000000.jpg
3768,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540865444873600_3781_10000010000000000.jpg
3769,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540865635349000_3782_10000010000000000.jpg
3770,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540866044396000_3783_10000010000000000.jpg
3771,normal,15,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540866240681700_3784_10000010000000000.jpg
3772,normal,15,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540866430367000_3785_10000010000000000.jpg
3773,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540866650722100_3786_10000010000000000.jpg
3774,normal,12,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540866850139500_3787_10000010000000000.jpg
3775,normal,12,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540867047075600_3788_10000010000000000.jpg
3776,normal,15,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540867239944500_3789_10000010000000000.jpg
3777,normal,11,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540867450591800_3790_10000010000000000.jpg
3778,normal,14,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540867648592500_3791_10000010000000000.jpg
3779,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540867852449200_3792_10000010000000000.jpg
3780,normal,14,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540868043442500_3793_10000010000000000.jpg
3781,normal,12,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540868250915300_3794_10000010000000000.jpg
3782,normal,14,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540868448219600_3795_10000010000000000.jpg
3783,normal,12,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540868651605200_3796_10000010000000000.jpg
3784,ANOMALOUS,14,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540868852304600_3797_10000010000000000.jpg
3785,normal,11,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540869041789400_3798_10000010000000000.jpg
3786,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540869249991500_3799_10000010000000000.jpg
3787,normal,12,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540869644881800_3800_10000010000000000.jpg
3788,normal,14,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540869840897400_3801_10000010000000000.jpg
3789,normal,16,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540870243603900_3802_10000010000000000.jpg
3790,normal,12,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540870445586600_3803_10000010000000000.jpg
3791,normal,14,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540870624873900_3804_10000010000000000.jpg
3792,normal,11,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540870831202000_3805_10000010000000000.jpg
3793,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540871243666000_3806_10000010000000000.jpg
3794,normal,12,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540871432804000_3807_10000010000000000.jpg
3795,normal,12,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540871653842000_3808_10000010000000000.jpg
3796,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540871851689100_3809_10000010000000000.jpg
3797,normal,11,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540872031852000_3810_10000010000000000.jpg
3798,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540872254482100_3811_10000010000000000.jpg
3799,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540872448118900_3812_10000010000000000.jpg
3800,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540872851192000_3813_10000010000000000.jpg
3801,normal,12,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540873052275800_3814_10000010000000000.jpg
3802,normal,13,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540873257254300_3815_10000010000000000.jpg
3803,normal,11,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540873649638900_3816_10000010000000000.jpg
3804,normal,15,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540874053819500_3817_10000010000000000.jpg
3805,normal,12,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540874445256800_3818_10000010000000000.jpg
3806,normal,14,D:\DS\VeleriaLab\V6\fronttop\test_processed\unexpected_person\RoboArm\normal\1751540874657755300_3819_10000010000000000.jpg
